Codigo;Hijos;Sexo Jefe;Tipo Union;Edad Jefe;Region;Cantidad de personas;Estrato vivienda;Trabajo Jefe;Ingresos totales;Uso tecnologia Jefe;Edu Jefe;Afiliacion salud;N cuartos;N cuartos dormir;Valor Electricidad;N usos Lavadora
7140957-1;2;2;4;49;4;3;1;1;2156000;2;3;1;3;2;28000;2
7140959-1;2;2;4;38;4;4;1;1;0;2;3;2;4;2;52000;0
7140960-1;1;2;4;47;4;2;1;1;700000;2;3;1;5;2;85000;2
7140962-1;1;2;4;33;4;2;1;1;850000;2;3;1;5;2;64000;2
7140964-1;2;2;2;26;4;3;1;1;805000;2;1;1;3;2;45000;2
7140970-1;0;2;3;68;4;2;1;1;800000;0;1;1;5;2;1000000;2
7140973-1;0;2;5;28;4;1;3;1;3864166;2;3;1;4;1;244600;1
7140975-1;1;2;3;61;4;2;3;1;4158333;2;3;1;4;2;128000;2
7140976-1;0;1;4;53;4;1;3;1;828100;0;1;1;3;1;150000;0
7140978-1;0;1;5;30;4;1;3;1;5200000;2;3;1;2;1;85000;1
7140979-1;0;1;5;27;4;1;1;3;0;2;3;1;3;1;35000;0
7140980-1;4;2;3;47;4;6;1;1;713333;2;1;2;3;3;28000;2
7140981-1;2;2;5;26;4;3;1;2;432500;2;1;1;3;2;16000;0
7140982-1;0;2;4;65;4;2;1;5;3312500;2;1;1;4;2;227000;1
7140984-1;0;2;5;28;4;2;1;3;116666;2;3;1;2;1;20000;1
7140985-1;0;2;3;67;4;2;1;4;466666;0;1;2;4;1;52000;0
7140987-1;0;1;4;81;4;1;2;4;500000;0;3;1;3;1;70000;2
7140988-1;0;1;4;84;4;1;2;4;800000;0;3;1;3;1;85000;0
7140989-1;0;2;4;57;4;1;2;1;1000000;2;3;1;3;1;100000;2
7140990-1;1;2;4;82;4;4;2;4;600000;0;3;1;4;3;105000;0
7140995-1;1;2;2;25;4;2;1;1;800000;2;3;1;3;2;35000;1
7140997-1;1;2;4;34;4;3;1;2;375000;2;1;1;4;3;54000;0
7140999-1;0;2;3;69;4;1;1;1;350000;0;1;1;4;1;79000;1
7141000-1;1;2;3;70;4;4;1;1;4497416;2;3;1;6;3;79800;2
7141001-1;0;2;4;47;4;2;1;1;715833;0;3;1;4;2;39000;1
7141002-1;1;2;6;68;4;3;1;1;705000;0;1;1;6;3;44333;1
7141006-1;0;2;4;74;4;1;1;4;225000;0;1;1;3;1;74000;2
7141007-1;0;2;4;58;4;5;1;1;1269000;0;0;1;4;3;60000;3
7141008-1;0;2;4;56;4;4;1;1;897500;2;3;1;5;4;200000;1
7141011-1;4;2;4;66;4;6;1;4;2830000;0;1;1;7;5;87000;1
7141012-1;0;2;6;56;4;2;1;4;515833;2;1;1;4;1;10000;0
7141013-1;0;2;3;72;4;1;1;1;350000;0;1;1;3;1;62000;1
7141015-1;0;2;4;74;4;1;1;4;250000;0;1;1;3;1;43256;0
7141017-1;0;1;6;62;4;1;1;1;180000;0;1;1;4;1;14680;0
7141019-1;0;2;4;73;4;1;1;4;245000;0;1;1;3;1;96000;1
7141021-1;0;2;4;26;4;1;1;1;1800000;2;3;1;4;1;50000;0
7141022-1;1;2;4;22;4;2;1;1;365000;2;3;1;3;2;35000;2
7141023-1;2;2;2;40;4;3;1;1;1490000;0;3;1;4;2;41000;1
7141026-1;0;1;2;50;4;1;1;6;33333;0;1;1;3;1;42000;1
7141027-1;1;2;2;55;4;4;1;4;695000;0;1;1;5;2;18450;0
7141028-1;0;1;4;62;4;1;1;1;100000;2;1;1;2;1;376000;0
7141030-1;0;2;4;61;4;1;1;4;1026000;2;3;1;3;2;43000;2
7141031-1;2;2;4;31;4;3;1;1;1202500;2;1;1;3;2;35000;2
7141032-1;0;1;4;46;4;1;1;1;120000;0;0;1;2;1;17400;0
7141033-1;0;1;5;40;4;1;1;1;950000;2;3;1;4;1;220000;2
7141036-1;2;2;3;56;4;5;1;4;1240666;0;1;1;3;2;36000;3
7141037-1;0;2;4;54;4;1;1;4;25000;0;1;1;4;1;31000;0
7141038-1;0;2;2;74;4;1;1;1;4200000;0;3;1;3;1;120000;1
7141039-1;2;2;5;36;4;3;1;4;424666;2;1;1;3;2;6500;0
7141042-1;0;1;2;66;4;1;1;6;3058333;2;3;1;3;1;25000;0
7141045-1;1;2;5;44;4;2;1;1;1355666;2;3;1;2;1;32000;1
7141047-1;1;1;3;54;4;2;1;1;500000;0;1;1;3;2;37000;1
7141048-1;2;2;4;41;9;3;1;1;2156000;2;2;1;2;1;35000;2
7141049-1;0;1;5;46;9;1;1;4;0;0;1;1;3;1;14000;0
7141056-1;3;2;4;37;9;4;1;4;13200000;0;1;1;3;2;30500;0
7141058-1;2;2;4;43;9;4;1;4;179500;0;1;1;2;2;30000;2
7141059-1;1;2;4;51;9;2;1;4;150000;2;3;1;2;1;30000;2
7141062-1;2;2;4;32;9;4;1;1;753333;0;1;1;4;3;60000;0
7141063-1;0;1;4;66;9;1;1;1;410000;0;1;1;1;1;10000;0
7141067-1;0;2;5;24;9;2;2;1;1000000;2;1;2;4;2;28000;2
7141068-1;0;2;3;47;9;3;1;1;500000;0;1;1;4;3;16000;2
7141069-1;0;2;4;60;9;1;1;1;428333;0;0;1;3;1;18000;0
7141072-1;2;2;4;46;9;3;2;2;75000;2;3;1;4;2;36000;0
7141074-1;1;2;4;41;9;2;1;1;1830000;2;3;1;3;2;50000;2
7141079-1;1;2;4;53;9;3;1;4;1200000;2;3;1;5;2;25000;2
7141080-1;1;2;6;55;9;2;1;4;347500;0;1;1;2;1;15000;0
7141084-1;3;2;4;41;9;3;1;1;975000;2;1;1;4;2;40000;1
7141086-1;1;2;4;57;9;3;1;4;466666;0;1;1;3;2;28000;2
7141088-1;0;1;4;72;9;1;1;5;350000;0;1;1;3;1;12000;0
7141089-1;0;2;4;71;9;2;1;4;425000;0;0;1;4;2;17000;1
7141090-1;1;2;4;63;9;3;1;4;376666;0;1;1;3;2;27000;0
7141092-1;2;2;2;19;9;4;1;4;450000;0;1;1;3;2;18000;0
7141094-1;3;2;4;34;9;4;1;1;1115000;2;3;1;4;2;20000;0
7141096-1;1;2;4;42;9;2;1;4;395000;0;1;1;3;2;30000;2
7141098-1;1;2;4;24;9;2;1;1;470416;2;1;1;3;1;15000;0
7141099-1;0;1;4;65;9;1;1;1;612500;0;1;1;2;1;15000;0
7141109-1;2;2;4;41;9;3;1;4;535000;2;3;1;3;2;35000;2
7141115-1;0;1;5;27;9;1;1;1;1200000;2;1;1;1;1;21000;0
7141117-1;0;1;5;32;9;1;1;1;900000;0;1;2;2;1;21000;0
7141122-1;0;1;5;65;9;1;1;4;265416;0;1;1;3;2;23000;0
7141123-1;2;2;5;38;9;5;1;1;1148333;2;3;1;3;2;15000;0
7141124-1;0;2;5;64;9;1;1;1;900000;0;1;1;2;1;27000;2
7141125-1;0;1;5;40;9;1;1;1;700000;0;1;1;3;2;21000;0
7141136-1;0;1;5;72;9;2;1;5;950000;0;1;1;2;1;20000;0
7141138-1;2;2;4;21;9;3;1;1;387500;0;1;1;2;1;5000;0
7141139-1;0;1;5;40;9;1;1;1;450000;0;1;1;3;1;6000;0
7141143-1;2;2;4;34;9;3;1;1;188500;0;1;1;3;3;12000;0
7141144-1;2;2;4;37;9;3;1;1;1760000;0;1;1;2;1;10000;0
7141156-1;0;2;3;78;9;1;1;4;80000;0;1;1;2;1;28700;0
7141157-1;2;1;4;62;9;3;1;1;1750000;0;1;1;3;2;18700;0
7141159-1;2;2;4;41;9;3;1;4;287000;0;1;1;2;2;11000;0
7141175-1;1;2;5;59;9;2;8;1;500000;0;1;1;2;1;0;0
7141177-1;0;2;3;59;9;2;8;4;223333;0;0;1;4;2;0;0
7141194-1;0;1;4;50;9;1;8;1;290000;0;0;2;1;1;0;0
7141195-1;1;1;4;38;9;2;8;1;1199750;0;1;1;2;1;0;0
7141200-1;1;2;3;66;9;3;1;4;300000;0;1;1;3;2;165000;0
7141201-1;3;2;4;48;9;5;1;4;1740000;2;1;1;3;2;10000;0
7141202-1;2;2;5;29;9;5;1;4;1300000;2;1;1;4;3;73000;0
7141205-1;0;2;5;20;9;2;1;1;1100000;2;1;1;3;2;40000;0
7141207-1;0;1;4;70;9;1;1;6;1841666;2;3;1;3;1;60000;2
7141216-1;1;1;4;51;9;6;1;1;1420000;0;1;2;4;3;58000;0
7141218-1;0;2;3;70;9;1;2;4;1300000;0;1;1;2;1;239000;0
7141219-1;2;2;1;25;9;3;2;1;1040000;0;1;1;2;1;0;0
7141220-1;1;2;4;22;9;2;1;4;500000;2;1;1;1;1;0;0
7141221-1;2;2;4;24;9;3;1;1;6900000;2;3;1;2;2;0;2
7141223-1;1;2;4;75;9;3;2;1;3045000;0;1;1;3;2;340000;3
7141224-1;1;2;5;30;9;2;2;1;1226400;0;3;1;1;1;72000;0
7141226-1;1;1;5;50;9;2;2;1;1545000;0;1;1;2;1;0;0
7141227-1;2;2;5;50;9;3;3;1;5700000;2;3;1;5;3;130000;2
7141229-1;0;2;3;58;9;3;2;1;1185833;0;1;1;3;2;38700;2
7141230-1;0;1;5;20;9;3;1;3;1033333;2;3;1;4;3;14500;0
7141231-1;3;2;2;60;9;4;1;1;1120000;0;0;1;4;3;13000;0
7141232-1;0;1;5;40;9;1;3;1;3790000;2;3;1;3;1;76000;2
7141233-1;1;2;5;38;9;4;2;1;2266666;0;3;1;5;4;100000;3
7141234-1;1;1;4;40;9;2;2;1;2470000;2;3;1;3;2;0;2
7141235-1;2;1;6;47;9;3;1;1;1195000;0;1;1;4;3;57000;1
7141236-1;0;1;4;67;9;1;0;5;300000;0;0;1;3;1;15000;0
7141238-1;3;1;4;49;9;4;0;1;2000000;0;1;1;5;4;160000;3
7141240-1;0;1;3;63;9;1;0;1;2000000;0;1;2;1;1;30000;0
7141242-1;0;1;4;38;9;1;0;1;2783333;1;3;1;1;1;0;0
7141250-1;1;1;6;30;9;2;0;1;3121666;0;1;1;1;1;0;0
7141254-1;0;1;2;62;9;1;1;1;800000;0;1;1;3;1;12000;0
7141261-1;0;1;5;55;9;1;1;1;300000;0;1;1;3;1;2000;0
7141266-1;0;1;5;28;9;1;1;1;1000000;0;1;1;4;1;5000;0
7141272-1;0;1;5;20;9;1;0;1;686666;2;1;1;1;1;16000;0
7141276-1;0;1;4;60;9;1;0;1;1100000;0;1;1;3;1;11000;0
7141279-1;0;1;5;28;9;1;1;1;1000000;0;1;1;1;1;7000;0
7141286-1;0;1;4;56;9;1;0;1;1000000;0;2;1;2;1;0;0
7141291-1;0;1;5;28;9;1;1;1;800000;0;1;1;4;1;3000;0
7141295-1;0;2;2;58;9;1;1;6;200000;0;1;1;3;1;8000;0
7141321-1;2;1;4;62;9;9;8;1;1250000;0;1;1;4;4;0;0
7141327-1;1;2;5;23;9;2;8;1;2105000;0;1;1;2;1;0;0
7141331-1;0;2;1;63;9;1;8;4;175000;0;0;1;4;1;0;0
7141337-1;2;2;4;42;9;3;8;1;775000;2;1;1;3;2;67000;0
7141346-1;0;1;5;29;9;1;8;1;750000;0;1;2;2;1;0;0
7141347-1;1;2;2;26;9;3;8;4;62500;0;1;2;2;2;0;0
7141353-1;0;1;4;64;9;1;8;5;2200000;0;0;2;4;1;0;1
7141367-1;0;1;4;56;9;1;8;1;300000;0;0;2;2;1;0;0
7141370-1;0;1;4;59;9;1;8;1;900000;0;1;2;1;1;0;0
7141375-1;0;2;5;26;9;1;8;1;1255000;2;3;1;1;1;0;0
7141376-1;0;2;4;49;9;1;8;1;700000;0;1;1;3;1;0;0
7141377-1;0;1;5;29;9;1;8;1;470000;2;1;2;2;1;0;0
7141378-1;0;1;6;51;9;1;8;1;450000;0;0;1;2;1;0;0
7141381-1;0;1;2;50;9;1;8;6;600000;0;1;2;2;1;0;0
7141382-1;0;2;6;55;9;1;8;4;200000;0;0;1;2;1;0;0
7141389-1;1;2;4;27;9;2;8;1;3775000;0;1;1;2;1;0;0
7141396-1;0;1;5;48;9;2;1;2;600000;0;1;1;3;1;26000;0
7141401-1;2;2;2;51;9;3;1;1;1550000;2;1;1;4;2;39000;2
7141404-1;0;2;5;30;9;1;2;1;2000000;2;3;1;2;1;15000;0
7141405-1;0;1;4;32;9;1;1;1;3000000;2;3;1;2;1;43000;1
7141407-1;0;1;5;78;9;1;1;4;750000;0;1;1;3;1;15000;0
7141409-1;2;2;4;41;9;3;2;1;2585782;0;1;1;3;2;50000;1
7141410-1;2;2;4;36;9;3;2;1;1594148;2;1;1;4;3;40000;2
7141414-1;1;1;5;56;9;2;2;1;9758333;2;3;1;3;2;60000;2
7141418-1;0;1;5;37;9;2;2;1;2444000;2;1;1;2;1;46000;0
7141419-1;0;1;5;44;9;1;2;2;350000;0;1;1;1;1;25000;0
7141421-1;0;2;4;53;9;3;2;4;2744666;2;1;1;3;2;40000;3
7141422-1;1;1;4;59;9;2;2;1;1656232;0;1;1;3;2;25000;0
7141423-1;1;1;4;52;9;2;2;1;1100000;2;1;1;2;1;25000;0
7141427-1;0;2;5;59;9;1;1;4;175000;0;0;1;3;1;15000;0
7141428-1;2;1;4;49;9;3;2;1;1500000;2;1;1;3;2;150000;1
7141429-1;1;2;5;20;9;2;1;1;1000000;2;1;2;1;1;13000;2
7141430-1;3;2;4;37;9;4;2;1;1078116;2;1;1;2;1;61500;2
7141431-1;0;2;5;20;9;1;2;2;8333;2;1;1;1;1;10000;0
7141434-1;1;2;3;60;9;2;2;1;400000;0;1;1;1;1;0;0
7141434-2;3;2;4;31;9;4;2;1;975000;2;1;1;1;1;0;0
7141435-1;0;1;4;60;9;1;2;1;1300000;0;1;1;1;1;100000;0
7141438-1;0;1;5;35;9;1;2;1;800000;2;1;1;3;2;48000;2
7141439-1;1;2;5;34;9;2;2;1;1079782;0;2;1;2;1;15000;1
7141441-1;0;1;5;21;9;2;2;1;545833;2;3;1;4;2;75000;0
7141443-1;4;2;5;27;9;7;2;4;700000;2;1;2;3;2;75000;0
7141445-1;0;2;5;24;9;1;2;1;566666;2;3;1;1;1;25000;0
7141447-1;0;1;6;67;9;1;2;1;3600000;2;3;1;3;1;50000;1
7141448-1;2;1;4;51;9;4;2;1;2150000;2;1;1;3;2;40000;2
7141453-1;0;1;5;26;9;1;2;1;897782;2;1;1;2;1;0;1
7141454-1;4;2;4;45;9;6;1;1;3982000;2;1;1;4;3;100000;3
7141456-1;0;1;6;78;9;3;2;1;2650000;0;1;1;2;2;25000;0
7141459-1;2;2;4;38;9;4;1;1;1500000;2;3;1;3;2;29000;2
7141462-1;0;1;3;76;9;1;1;1;1310000;0;1;1;2;1;21000;0
7141464-1;1;2;4;40;9;2;2;1;1482500;0;1;1;2;1;8500;0
7141465-1;0;2;3;65;9;1;1;1;7360000;0;1;1;3;1;41666;0
7141468-1;1;2;2;44;9;2;1;1;1957000;2;3;1;3;2;0;0
7141470-1;0;1;6;56;9;1;1;1;11000000;1;1;1;3;1;26000;1
7141473-1;1;2;3;64;9;2;0;4;375000;0;1;1;3;2;0;0
7141483-1;0;1;5;57;9;2;0;1;907500;0;1;2;5;2;0;0
7141488-1;1;1;4;63;9;2;1;1;900000;0;1;2;4;2;24000;0
7141489-1;0;2;4;55;9;1;1;1;666666;0;1;1;2;1;90000;0
7141492-1;0;2;3;67;9;4;1;1;1225000;0;1;1;3;2;32000;0
7141494-1;1;2;4;32;9;2;2;4;1650000;2;3;2;3;2;60000;1
7141498-1;0;2;3;69;9;1;1;4;5320000;0;0;1;3;1;10000;0
7141500-1;0;1;4;43;9;2;1;1;2683333;1;1;1;3;2;20000;0
7141509-1;0;1;5;64;9;1;1;1;700000;0;1;1;2;1;7500;0
7141514-1;0;1;3;69;9;1;1;1;445000;0;1;1;3;1;1350;0
7141515-1;0;1;4;74;9;1;1;4;95000;0;1;1;1;1;8333;0
7141516-1;0;1;4;68;9;1;1;1;317500;0;1;1;3;1;3750;0
7141525-1;2;2;3;51;9;4;1;1;1170500;0;1;1;2;2;16666;0
7141526-1;1;2;2;57;9;2;2;4;348333;0;1;1;2;1;16000;0
7141527-1;2;2;4;39;9;3;1;1;325000;0;1;1;4;2;38333;0
7141529-1;0;1;2;38;9;1;1;1;845000;2;1;1;4;1;33333;0
7141534-1;0;2;4;42;9;1;1;1;200000;0;1;1;1;1;11666;0
7141535-1;0;2;2;58;9;1;1;1;1200000;0;1;1;2;1;40000;0
7141536-1;2;2;3;54;9;3;2;1;505500;0;1;1;2;2;15666;0
7141539-1;0;2;3;81;9;1;1;4;261666;0;0;1;2;1;12666;0
7141540-1;1;2;3;57;9;3;1;4;1164166;0;1;1;2;1;6000;0
7141543-1;0;2;3;76;9;2;1;4;120000;0;0;1;2;2;666;0
7141545-1;0;1;4;64;9;1;1;1;366666;0;1;1;2;1;17666;0
7141546-1;0;1;4;51;9;1;1;1;450000;0;1;1;1;1;17666;0
7141581-1;2;1;4;39;1;3;2;1;1300000;2;3;1;3;2;60000;2
7141584-1;0;1;4;58;1;1;1;2;150000;0;1;1;1;1;0;0
7141586-1;0;2;4;70;1;4;1;4;1341666;0;0;1;5;3;75000;3
7141591-1;2;2;4;51;1;6;1;4;1000000;2;1;1;3;2;30000;3
7141593-1;3;2;4;42;1;4;1;4;828611;0;3;1;3;2;0;2
7141597-1;1;2;3;71;1;4;1;4;1370000;0;1;1;5;4;80000;0
7141598-1;1;2;4;60;1;5;1;4;5110486;1;1;1;5;3;101000;2
7141599-1;5;2;4;42;1;6;0;4;280000;0;1;1;3;2;0;0
7141600-1;1;1;4;24;1;2;0;1;500000;0;1;1;2;1;0;0
7141604-1;2;2;4;46;1;5;1;4;758333;2;1;1;3;2;136300;0
7141606-1;2;1;4;25;1;3;1;1;710000;2;1;1;3;2;60000;0
7141610-1;1;2;4;64;1;6;0;4;650000;0;1;1;3;2;0;0
7141612-1;1;2;3;70;1;5;3;4;2300000;2;1;1;6;4;96000;3
7141615-1;2;2;4;28;1;3;1;1;866000;0;1;1;3;2;60000;2
7141617-1;2;1;4;55;1;4;1;1;350833;0;1;1;4;3;40000;2
7141619-1;3;2;2;33;1;4;1;1;1225000;2;1;1;3;2;23000;3
7141621-1;0;1;5;71;1;1;0;5;175000;0;1;1;3;1;12000;0
7141623-1;0;1;5;41;1;1;1;1;570000;0;1;1;2;1;35900;0
7141624-1;0;2;3;82;1;1;1;5;235000;0;1;1;4;1;13970;0
7141625-1;0;1;4;75;1;1;1;6;66666;0;0;1;3;1;24000;0
7141628-1;0;1;3;77;1;1;1;6;375000;0;1;1;4;1;19320;0
7141629-1;1;2;4;61;1;3;1;1;860416;0;0;1;3;2;58000;2
7141632-1;1;2;3;60;1;2;1;4;1216666;0;1;1;4;2;49900;0
7141633-1;0;2;3;54;1;1;1;1;900000;0;3;1;3;2;67000;1
7141638-1;0;2;3;57;1;1;1;1;370000;0;1;1;2;1;107000;1
7141641-1;0;2;3;76;1;1;1;4;280000;0;0;1;3;1;30000;0
7141643-1;1;2;4;65;1;3;1;1;205000;0;1;1;2;2;114220;0
7141644-1;0;2;3;64;1;1;1;1;200000;0;1;1;2;1;40000;0
7141654-1;1;2;5;50;8;2;1;1;2431333;0;1;1;1;1;0;2
7141657-1;2;2;5;30;8;3;2;1;2160000;0;3;1;2;1;0;2
7141660-1;2;2;2;55;8;4;2;4;2000000;0;1;1;4;3;102000;1
7141661-1;1;2;5;58;8;2;2;4;1925148;0;1;1;3;2;140000;2
7141666-1;1;2;3;67;8;3;1;1;6150000;1;1;1;4;2;37450;2
7141670-1;1;2;5;65;8;2;2;4;1197833;0;1;1;3;2;167000;0
7141672-1;0;2;5;38;8;1;2;1;1276166;0;1;1;2;1;78000;0
7141674-1;0;2;5;24;8;1;2;2;0;0;1;1;2;1;70000;0
7141676-1;0;2;5;58;8;1;2;4;1069009;2;1;1;3;1;57000;0
7141682-1;0;1;4;56;8;1;1;1;3591666;2;1;1;2;1;37000;1
7141683-1;0;1;4;37;8;1;1;1;2500000;2;1;1;2;1;38000;1
7141685-1;0;2;5;66;8;1;3;1;3300000;2;1;1;2;1;87000;0
7141687-1;0;2;6;78;1;4;1;1;359583;0;1;1;4;3;35000;0
7141693-1;0;1;5;40;1;4;1;1;890000;0;0;1;3;1;0;0
7141697-1;0;2;4;43;1;1;1;4;183333;2;1;1;4;1;0;2
7141698-1;3;2;3;83;1;6;1;5;1390000;0;0;1;6;3;0;0
7141699-1;0;2;4;61;1;2;1;4;450000;0;0;1;4;2;0;2
7141699-2;0;2;3;68;1;3;1;4;405000;0;1;1;5;2;0;0
7141700-1;0;1;6;28;1;1;1;1;200000;0;3;2;4;1;0;0
7141702-1;0;2;4;62;1;1;1;1;560000;0;0;1;4;1;0;1
7141706-1;2;2;3;48;1;6;1;1;461666;0;1;1;2;2;0;0
7141707-1;0;2;4;63;1;2;1;1;225000;0;1;1;3;2;0;0
7141714-1;0;1;4;46;1;1;1;1;675000;1;1;1;2;2;30000;1
7141716-1;0;1;4;56;1;6;1;1;1462500;0;0;1;4;2;160000;0
7141723-1;0;1;3;79;1;1;1;5;120000;0;1;1;2;1;12000;0
7141726-1;0;2;4;59;1;1;1;4;208333;0;0;1;3;1;47000;0
7141734-1;1;2;4;83;1;7;1;5;811666;0;0;1;3;2;36000;0
7141735-1;1;2;4;33;1;2;1;1;2698315;2;3;1;3;2;15000;2
7141756-1;1;2;2;56;1;3;1;4;124583;0;1;1;4;2;72000;0
7141757-1;0;1;4;61;1;1;1;4;266666;0;1;1;4;1;34000;0
7141765-1;1;2;3;68;1;2;1;4;997125;0;0;1;3;1;35000;0
7141767-1;1;1;4;77;1;5;1;1;1790732;0;1;1;3;2;35000;3
7141772-1;1;2;6;24;1;2;1;4;829166;2;3;1;3;1;20000;2
7141785-1;1;1;4;23;1;3;1;1;1355000;0;1;1;3;2;20000;0
7141788-1;1;2;4;74;1;2;1;4;50000;0;1;1;3;2;50000;0
7141790-1;0;2;3;60;1;2;1;4;210000;0;0;1;2;1;0;4
7141795-1;1;2;4;18;1;2;1;1;265000;0;1;1;2;1;0;0
7141798-1;0;2;3;50;1;2;0;4;192500;0;1;1;3;2;0;0
7141808-1;2;2;3;78;1;3;1;4;1645833;0;1;1;4;2;37000;0
7141820-1;2;1;4;69;1;3;3;1;1173116;0;1;1;2;2;51000;0
7141821-1;0;2;5;53;1;3;3;4;200000;0;1;1;3;2;98000;0
7141822-1;1;2;3;71;1;5;3;4;1210000;0;1;1;4;3;155000;1
7141823-1;0;2;5;49;1;4;3;1;300000;0;1;1;5;3;100200;4
7141826-1;0;2;3;73;1;2;2;4;1000000;0;1;1;2;1;127000;1
7141827-1;2;2;3;78;1;3;2;5;1360000;0;0;1;3;2;49000;0
7141828-1;1;2;4;44;1;2;2;1;650000;0;2;1;3;1;60000;3
7141829-1;2;2;4;40;1;5;2;1;207500;2;1;1;2;1;67000;5
7141834-1;0;1;5;62;1;1;2;5;400000;0;0;1;1;1;30000;0
7141835-1;2;2;4;52;1;3;2;4;400000;2;1;1;4;3;48000;0
7141838-1;2;2;4;51;1;5;1;4;730000;0;0;1;3;2;44000;0
7141839-1;0;2;4;61;1;2;1;4;340833;0;1;1;3;1;40000;0
7141840-1;1;2;4;57;1;6;1;1;551666;0;1;1;2;2;22340;0
7141841-1;1;2;4;51;1;6;1;1;1666449;2;1;1;3;2;110000;1
7141842-1;1;2;5;29;1;2;0;4;630000;1;1;1;2;1;0;0
7141844-1;1;1;4;57;1;3;1;1;1400000;0;1;1;2;2;27000;0
7141845-1;2;2;4;57;1;7;1;4;960000;0;0;1;3;2;120000;2
7141846-1;0;1;5;61;1;1;1;2;0;0;1;1;3;1;23000;0
7141847-1;1;2;3;60;1;8;1;4;663000;0;0;1;4;3;30000;0
7141848-1;1;2;3;74;1;3;1;4;568083;0;0;1;3;2;29000;1
7141849-1;1;2;3;89;1;2;1;4;376666;0;1;1;2;2;38000;0
7141855-1;2;1;3;70;1;4;1;4;1530000;0;1;1;3;2;45000;2
7141856-1;1;2;4;38;1;2;1;1;1933333;2;3;1;3;2;120000;0
7141860-1;0;1;5;64;1;2;3;1;2016666;2;3;1;4;2;134000;3
7141861-1;2;2;4;55;1;5;3;1;4137833;0;3;1;3;2;455000;5
7141863-1;1;2;3;65;1;2;1;4;450000;0;1;1;3;2;44000;1
7141867-1;0;1;4;72;1;1;1;4;0;0;1;1;4;1;90000;0
7141868-1;5;2;4;42;1;6;1;1;1929782;0;1;1;3;2;62000;2
7141869-1;1;2;4;52;1;4;1;4;750000;0;1;1;4;3;66000;0
7141872-1;1;2;3;72;1;2;1;4;603750;0;1;1;3;1;25000;0
7141873-1;1;2;4;57;1;4;1;1;1885116;2;1;1;4;3;75000;2
7141877-1;0;1;5;65;1;1;1;1;800000;0;1;1;4;1;60000;0
7141878-1;3;2;4;55;1;4;1;1;2012000;2;1;1;3;2;70000;1
7141880-1;1;2;6;62;1;3;1;4;1544834;2;1;1;4;2;87000;2
7141882-1;2;1;3;74;1;5;1;1;1460000;0;0;1;3;3;23000;0
7141883-1;0;1;6;63;1;1;1;6;133333;0;1;1;3;1;10000;0
7141888-1;0;1;5;39;1;2;1;1;1641466;0;1;1;2;2;24000;0
7141892-1;0;2;4;52;1;1;2;2;41666;2;3;1;3;1;50000;2
7141894-1;0;2;3;66;1;1;1;4;570000;0;1;1;3;2;52000;0
7141898-1;1;2;4;33;1;2;1;1;1562500;2;3;1;2;1;32000;1
7141901-1;0;2;4;75;1;3;1;1;1360000;0;1;1;3;2;20000;0
7141903-1;1;1;4;84;1;3;1;4;691666;0;0;1;3;2;34000;3
7141905-1;1;2;4;53;1;2;1;1;1219966;2;1;1;2;1;52000;2
7141910-1;0;1;4;79;1;1;1;1;446666;0;0;1;1;1;10000;0
7141911-1;0;1;3;70;1;1;1;4;4166;0;0;1;2;1;10000;0
7141914-1;0;2;3;71;1;1;2;4;393333;0;0;1;4;1;71000;0
7141916-1;2;2;4;35;1;3;2;1;400000;1;1;1;3;2;53000;1
7141919-1;0;1;5;54;1;1;1;1;500000;0;1;1;3;1;47000;0
7141920-1;2;2;4;69;1;5;1;4;1368782;0;1;1;3;2;34160;1
7141932-1;0;1;5;27;1;1;1;1;500000;0;1;1;2;1;20000;0
7141933-1;0;2;6;57;1;1;1;1;650000;0;1;1;2;1;20000;0
7141936-1;0;1;5;42;1;2;1;1;525000;1;1;1;3;2;15000;0
7141941-1;0;1;6;63;1;3;1;1;880000;0;1;1;2;2;20000;0
7141945-1;3;2;4;48;1;5;1;4;513333;0;1;1;3;2;12000;0
7141948-1;1;1;3;85;1;2;1;5;1500000;0;0;1;4;2;0;0
7141949-1;4;2;2;43;1;5;1;4;312500;0;1;1;2;2;0;0
7141952-1;0;1;5;64;1;6;1;1;983333;0;1;1;1;1;0;0
7141955-1;1;2;4;66;1;2;1;4;136666;0;0;1;2;2;30000;0
7141956-1;0;1;4;71;1;1;1;1;280000;0;0;1;3;1;3600;0
7141958-1;0;2;3;73;1;2;1;4;700000;0;0;1;1;1;0;0
7141960-1;1;2;2;51;1;2;1;4;205000;0;1;1;2;1;25000;0
7141961-1;1;2;4;60;1;4;1;4;330000;0;0;1;2;1;68000;0
7141973-1;1;2;3;72;1;5;1;4;324000;0;1;1;2;2;48000;0
7141992-1;0;1;2;50;1;3;1;1;1550000;0;1;1;3;2;238930;0
7141996-1;0;1;6;43;1;3;1;1;3080000;0;1;1;3;2;60000;0
7141998-1;0;1;2;47;1;2;1;1;4010000;0;1;1;3;1;91980;0
7142002-1;0;1;5;30;1;1;1;1;1000000;2;1;1;4;1;96400;0
7142004-1;1;2;4;29;1;2;1;3;600000;2;3;1;3;1;19000;0
7142005-1;2;2;5;45;1;3;1;4;976666;0;3;1;3;2;35000;2
7142012-1;1;2;4;43;1;2;1;4;665000;0;1;1;3;2;0;1
